word,emotion,accuracy
nojo,trust,0
nojento,trust,0
prato,trust,0
desanimado,trust,0
desanimador,trust,0
desonesto,trust,0
desonestidade,trust,0
desonra,trust,0
Desilusão,trust,0
desinclinação,trust,0
indispor,trust,0
não inclinou,trust,0
desinfeto,trust,0
desinfetante,trust,0
desinfecção,trust,0
desinformação,trust,0
falso,trust,0
desintegrar,trust,0
desintegração,trust,0
desinteressado,trust,0
desarticulação,trust,0
desarticulado,trust,0
disjuntivo,trust,0
disco,trust,0
disquete,trust,0
antipatia,trust,0
não gostei,trust,0
não gostando,trust,0
deslocado,trust,0
luxação,trust,0
desalojar,trust,0
sombrio,trust,0
desânimo,trust,0
desmembramento,trust,0
liberar,trust,0
demissão,trust,0
desmontar,trust,0
desobediência,trust,0
desobediente,trust,0
desobedecer,trust,0
transtorno,trust,0
desordenado,trust,0
desorganizado,trust,0
DISPARAGEM,trust,0
depreciação,trust,0
desigual,trust,0
disparidade,trust,0
desapaixonado,trust,0
Despacho,trust,0
dissipar,trust,0
dispensação,trust,0
dispensar,trust,0
dispersar,trust,0
disperso,trust,0
dispersão,trust,0
deslocar,trust,0
deslocado,trust,0
deslocamento,trust,0
deslocamento,trust,0
mostrar,trust,0
Despachado,trust,0
Desglande,trust,0
disposição,trust,0
descartar,trust,0
disposição,trust,0
desapropriado,trust,0
refutar,trust,0
disputa,trust,0
desqualificação,trust,0
desqualificado,trust,0
desqualificar,trust,0
desprezo,trust,0
desconsiderado,trust,0
desrerecer,trust,0
repugnável,trust,0
descrédito,trust,0
desrespeito,trust,0
desrespeitoso,trust,0
interromper,trust,0
Interrupção,trust,0
insatisfação,trust,0
insatisfeito,trust,0
dissecar,trust,0
dissecção,trust,0
disseminar,trust,0
disseminação,trust,0
dissensão,trust,0
dissidência,trust,0
dissidente,trust,0
dissertação,trust,0
desserviço,trust,0
dissidente,trust,0
diferente,trust,0
dissipar,trust,0
dissipado,trust,0
dissociação,trust,0
dissolução,trust,0
dissolver,trust,0
dissonância,trust,0
dissuadir,trust,0
distal,trust,0
distância,trust,0
distante,trust,0
aversão,trust,0
desagradável,trust,0
destilado,trust,0
destilação,trust,0
distinção,trust,0
distintivo,trust,0
distinguir,trust,0
distinguível,trust,0
distinto,trust,0
distintivo,trust,0
distorcido,trust,0
distorção,trust,0
distrair,trust,0
distraído,trust,0
distrair,trust,0
Distração,trust,0
perturbado,trust,0
sofrimento,trust,0
angustiado,trust,0
angustiante,trust,0
distribuir,trust,0
distribuição,trust,0
distrito,trust,0
desconfiança,trust,0
perturbação,trust,0
perturbado,trust,0
desuso,trust,0
abandonado,trust,0
fosso,trust,0
idem,trust,0
cantiga,trust,0
diurno,trust,0
mergulho,trust,0
mergulhador,trust,0
diverge,trust,0
divergência,trust,0
divergente,trust,0
divergente,trust,0
mergulhadores,trust,0
diversificado,trust,0
diversificado,trust,0
diversificar,trust,0
desvio,trust,0
desviar,trust,0
desviando,trust,0
desinvestimento,trust,0
despojado,trust,0
desinvestimento,trust,0
dividir,trust,0
dividido,trust,0
dividendo,trust,0
adivinhação,trust,0
divino,trust,0
divindade,trust,0
divisível,trust,0
divisão,trust,0
divisor,trust,0
divulgar,trust,0
tontura,trust,0
tonto,trust,0
dócil,trust,0
doca,trust,0
ancorada,trust,0
Docket,trust,0
doutrinal,trust,0
documento,trust,0
documentário,trust,0
desviar,trust,0
esquivando -se,trust,0
corça,trust,0
Doer,trust,0
cachorro,trust,0
perseguido,trust,0
dogmático,trust,0
Dogsick,trust,0
ações,trust,0
faça isso,trust,0
Doldrums,trust,0
Dole,trust,0
boneca,trust,0
dólar,trust,0
casa de boneca,trust,0
DOLOR,trust,0
domínio,trust,0
cúpula,trust,0
doméstico,trust,0
domesticado,trust,0
domesticação,trust,0
domicílio,trust,0
domiciliado,trust,0
domínio,trust,0
dominante,trust,0
dominar,trust,0
dominando,trust,0
dominação,trust,0
dominó,trust,0
doação,trust,0
burro,trust,0
doador,trust,0
não gosta de você,trust,0
não,trust,0
não é owithMe,trust,0
não entrar em pânico,trust,0
não entenda,trust,0
Doodle,trust,0
ruína,trust,0
condenado,trust,0
Apocalipse,trust,0
porta,trust,0
campainha,trust,0
Porta,trust,0
dormente,trust,0
dormitório,trust,0
dorsal,trust,0
dose,trust,0
ponto,trust,0
dobro,trust,0
dobrou,trust,0
Doublet,trust,0
duplicação,trust,0
duvidoso,trust,0
duvidando,trust,0
Douche,trust,0
Idiotas,trust,0
massa,trust,0
rosquinha,trust,0
Dour,trust,0
abaixo,trust,0
abatido,trust,0
queda,trust,0
ladeira abaixo,trust,0
aguaceiro,trust,0
Downy,trust,0
dote,trust,0
doze,trust,0
dúzi,trust,0
monótono,trust,0
rascunho,trust,0
arrastar,trust,0
Dragão,trust,0
ralo,trust,0
drenagem,trust,0
drenado,trust,0
drenagem,trust,0
Drake,trust,0
drama,trust,0
rainha do drama,trust,0
dramático,trust,0
cortina,trust,0
cortina,trust,0
drástico,trust,0
rascunho,trust,0
empate,trust,0
recua,trust,0
gaveta,trust,0
gavetas,trust,0
desenho,trust,0
temor,trust,0
temido,trust,0
terrível,trust,0
terrivelmente,trust,0
temendo,trust,0
sonhar,trust,0
sonhador,trust,0
sonhando,trust,0
sonhos,trust,0
sonhou,trust,0
sonhadores,trust,0
aborrecido,trust,0
draga,trust,0
encharcado,trust,0
cômoda,trust,0
driblar,trust,0
seco,trust,0
secador,trust,0
deriva,trust,0
deriva,trust,0
furar,trust,0
bebida,trust,0
bebendo,trust,0
bebidas,trust,0
pingar,trust,0
gotejamento,trust,0
bobo,trust,0
motorista,trust,0
Mediante,trust,0
chuvisco,trust,0
Droll,trust,0
drone,trust,0
drones,trust,0
baba,trust,0
cair,trust,0
derrubar,trust,0
gotícula,trust,0
seca,trust,0
dirigiu,trust,0
afogar,trust,0
sonolento,trust,0
sonolento,trust,0
labuta,trust,0
medicamento,trust,0
drogado,trust,0
Drogaria,trust,0
druida,trust,0
tambor,trust,0
baterista,trust,0
tocar bateria,trust,0
bêbado,trust,0
embriaguez,trust,0
seco,trust,0
secura,trust,0
dual,trust,0
dualismo,trust,0
dualidade,trust,0
dub,trust,0
se esquivando,trust,0
duto,trust,0
dúctil,trust,0
fracassos,trust,0
devido,trust,0
duelo,trust,0
quotas,trust,0
dueto,trust,0
abrigo,trust,0
duque,trust,0
chato,trust,0
burro,trust,0
idiotas,trust,0
Dumbbitch,trust,0
bolinho,trust,0
Dumfounder,trust,0
fictício,trust,0
jogar fora,trust,0
lixões,trust,0
Dun,trust,0
duna,trust,0
estrume,trust,0
masmorra,trust,0
duo,trust,0
enganar,trust,0
duplex,trust,0
duplicado,trust,0
duplicação,trust,0
duplicidade,trust,0
duração,trust,0
coado,trust,0
crepúsculo,trust,0
Dusky,trust,0
pó,trust,0
espanador,trust,0
empoeirado,trust,0
anão,trust,0
Dwarfed,trust,0
habitar,trust,0
morador,trust,0
habitação,trust,0
tingir,trust,0
morrendo,trust,0
sapatona,trust,0
dinâmico,trust,0
dinâmico,trust,0
dinâmica,trust,0
dinamite,trust,0
dinastia,trust,0
disenteria,trust,0
dispepsia,trust,0
orelha,trust,0
conde,trust,0
mais cedo,trust,0
cedo,trust,0
EILEST,trust,0
sinceramente,trust,0
sinceridade,trust,0
ganhos,trust,0
brinco,trust,0
ouvido,trust,0
terra,trust,0
barro,trust,0
terreno,trust,0
terremoto,trust,0
Terrestre,trust,0
facilidade,trust,0
cavalete,trust,0
servidão,trust,0
facilmente,trust,0
fácil,trust,0
maleável,trust,0
comer,trust,0
comendo,trust,0
distúrbios alimentares,trust,0
escutando,trust,0
Ebb,trust,0
ébano,trust,0
excêntrico,trust,0
excentricidade,trust,0
eclesiástico,trust,0
eco,trust,0
eclético,trust,0
eclipse,trust,0
eclíptico,trust,0
econômico,trust,0
Economia,trust,0
êxtase,trust,0
Ecstático,trust,0
ecumênico,trust,0
Eddy,trust,0
borda,trust,0
bordando,trust,0
comestível,trust,0
Editic,trust,0
edifício,trust,0
editar,trust,0
edição,trust,0
editor,trust,0
editorial,trust,0
educar,trust,0
educado,trust,0
Educação,trust,0
eeeek,trust,0
Eeek,trust,0
eek,trust,0
enguia,trust,0
efeito,trust,0
efeitos,trust,0
eficaz,trust,0
efetivamente,trust,0
efetivo,trust,0
efeminado,trust,0
eficaz,trust,0
eficácia,trust,0
eficiência,trust,0
efígie,trust,0
esforço,trust,0
efusão,trust,0
effyou,trust,0
ovo,trust,0
ego,trust,0
egoísta,trust,0
flagrante,trust,0
saída,trust,0
oitavo,trust,0
oitenta,trust,0
ejacular,trust,0
ejetar,trust,0
ejeção,trust,0
elaborar,trust,0
elaboração,trust,0
Elan,trust,0
decorrer,trust,0
decorrido,trust,0
elástico,trust,0
elasticidade,trust,0
exaltado,trust,0
alegria,trust,0
cotovelo,trust,0
ELD,trust,0
mais velho,trust,0
eleição,trust,0
eleitor,trust,0
elétrico,trust,0
eletricidade,trust,0
eletrificar,trust,0
elegante,trust,0
elemento,trust,0
elementar,trust,0
elementos,trust,0
elefante,trust,0
elevar,trust,0
elevador,trust,0
onze,trust,0
décima primeira,trust,0
duende,trust,0
provocar,trust,0
elegível,trust,0
eliminação,trust,0
Elk,trust,0
Ell,trust,0
elipse,trust,0
elipse,trust,0
Ellipsoid,trust,0
Elliptic,trust,0
elíptico,trust,0
alongado,trust,0
alongamento,trust,0
eloquência,trust,0
eloquente,trust,0
elucidação,trust,0
iludido,trust,0
Enganoso,trust,0
emaciado,trust,0
emanar,trust,0
emancipação,trust,0
aterro,trust,0
embargo,trust,0
embarcar,trust,0
embaraçar,trust,0
embaraçoso,trust,0
embaraço,trust,0
embaixada,trust,0
Embutir,trust,0
embelezar,trust,0
embelezamento,trust,0
brasas,trust,0
peculato,trust,0
emblema,trust,0
emblemático,trust,0
incorporação,trust,0
embolia,trust,0
em relevo,trust,0
bordado,trust,0
bordado,trust,0
envolvido,trust,0
embrião,trust,0
embrionário,trust,0
esmeralda,trust,0
emerge,trust,0
emergência,trust,0
emergência,trust,0
emérito,trust,0
Emetofobia,trust,0
emigrar,trust,0
emigração,trust,0
eminente,trust,0
eminentemente,trust,0
emir,trust,0
emissão,trust,0
emitir,trust,0
emo,trust,0
emoção,trust,0
emocional,trust,0
emotivo,trust,0
empatia,trust,0
imperador,trust,0
ênfase,trust,0
enfático,trust,0
Império,trust,0
empírico,trust,0
empirismo,trust,0
empregador,trust,0
emprego,trust,0
Emporium,trust,0
empoderamento,trust,0
imperatriz,trust,0
vazio,trust,0
Emption,trust,0
vazio,trust,0
"emular, imitar",trust,0
emulsão,trust,0
promulgar,trust,0
promulgação,trust,0
esmalte,trust,0
acampamento,trust,0
encantar,trust,0
encantador,trust,0
encantamento,trust,0
cercar,trust,0
circulando,trust,0
enclave,trust,0
Enclose,trust,0
codificar,trust,0
englobar,trust,0
encontro,trust,0
encorajado,trust,0
encorajamento,trust,0
invadir,trust,0
invasão,trust,0
Encrypt,trust,0
Oclance,trust,0
fim,trust,0
em perigo,trust,0
ameaçadas de extinção,trust,0
empreendimento,trust,0
terminou,trust,0
endêmico,trust,0
final,trust,0
endocardite,trust,0
endosso,trust,0
dotado,trust,0
Papéis finais,trust,0
endpoint,trust,0
resistência,trust,0
aguentar,trust,0
enema,trust,0
inimigo,trust,0
enérgico,trust,0
energia,trust,0
aplicar,trust,0
Aplicação,trust,0
envolver,trust,0
noivado,trust,0
engendrar,trust,0
motor,trust,0
engenheiro,trust,0
Engenharia,trust,0
gravar,trust,0
gravado,trust,0
gravador,trust,0
gravação,trust,0
absorvido,trust,0
cativante,trust,0
Engulf,trust,0
melhorar,trust,0
enigma,trust,0
enigmático,trust,0
enjoo,trust,0
ampliado,trust,0
alargamento,trust,0
Alistar -se,trust,0
inimizade,trust,0
enormidade,trust,0
enorme,trust,0
enormemente,trust,0
enfurecido,trust,0
enriquecer,trust,0
bandeira,trust,0
escravizar,trust,0
escravizado,trust,0
escravização,trust,0
segui -se,trust,0
garantir,trust,0
implica,trust,0
enredado,trust,0
emaranhamento,trust,0
digitar,trust,0
empreendimento,trust,0
empreendedor,trust,0
entreter,trust,0
entretido,trust,0
divertido,trust,0
entusiasmo,trust,0
entusiasta,trust,0
entusiasmado,trust,0
atrair,trust,0
inteiro,trust,0
totalidade,trust,0
direit,trust,0
entidade,trust,0
entomologia,trust,0
entranhas,trust,0
Entrada,trust,0
Starte,trust,0
entrada,trust,0
empreendedor,trust,0
entrada,trust,0
enumerar,trust,0
enumeração,trust,0
envelope,trust,0
inveja,trust,0
Environ,trust,0
ambiente,trust,0
arredores,trust,0
imagine,trust,0
enviado,trust,0
efêmero,trust,0
Ephemeris,trust,0
épico,trust,0
epidemia,trust,0
epiderme,trust,0
epilepsia,trust,0
epílogo,trust,0
episódio,trust,0
episódico,trust,0
epístola,trust,0
epitáfio,trust,0
epíteto,trust,0
resumo,trust,0
época,trust,0
igual,trust,0
equalização,trust,0
equalizar,trust,0
igualmente,trust,0
igualar,trust,0
equação,trust,0
equador,trust,0
equatorial,trust,0
equestre,trust,0
equidistante,trust,0
equilíbrio,trust,0
equilíbrio,trust,0
equipar,trust,0
equipamento,trust,0
Equitativo,trust,0
equidade,trust,0
equivalência,trust,0
equivalente,trust,0
Equívoco,trust,0
era,trust,0
erradicar,trust,0
erradicação,trust,0
apagar,trust,0
apagar,trust,0
antes,trust,0
ereto,trust,0
ereção,trust,0
ergo,trust,0
corroa,trust,0
erosão,trust,0
errar,trust,0
errante,trust,0
errático,trust,0
errata,trust,0
errôneo,trust,0
erro,trust,0
ERST,trust,0
erudito,trust,0
erupção,trust,0
erupção,trust,0
escalada,trust,0
escalar,trust,0
escada rolante,trust,0
escapar,trust,0
escapou,trust,0
escarpa,trust,0
evitar,trust,0
esotérico,trust,0
especial,trust,0
espionagem,trust,0
LOPUSE,trust,0
Esprit,trust,0
ensaio,trust,0
ensaísta,trust,0
essência,trust,0
essencial,trust,0
essencialmente,trust,0
estabelecido,trust,0
estabelecimento,trust,0
Estado,trust,0
estético,trust,0
estimativa,trust,0
impedimento,trust,0
afastado,trust,0
Estrogênio,trust,0
estuário,trust,0
Etch,trust,0
gravura,trust,0
eterno,trust,0
eternidade,trust,0
etanol,trust,0
éter,trust,0
etéreo,trust,0
ético,trust,0
ética,trust,0
etnografia,trust,0
etiologia,trust,0
etiqueta,trust,0
etimologia,trust,0
Euchre,trust,0
eugenia,trust,0
eufemismo,trust,0
euforia,trust,0
eutanásia,trust,0
evacuar,trust,0
evacuação,trust,0
Evitar,trust,0
Avalie,trust,0
evanescência,trust,0
evangélico,trust,0
evangelista,trust,0
evangelístico,trust,0
evaporação,trust,0
evasão,trust,0
véspera,trust,0
noite,trust,0
evento,trust,0
agitado,trust,0
eventual,trust,0
eventualidade,trust,0
sempre,trust,0
diariamente,trust,0
Everyman,trust,0
despejo,trust,0
despejo,trust,0
evidência,trust,0
mal,trust,0
evocar,trust,0
evolução,trust,0
evoluir,trust,0
ovelha,trust,0
exacerbar,trust,0
exacerbação,trust,0
exigente,trust,0
exagerar,trust,0
exagerado,trust,0
exagero,trust,0
exame,trust,0
exame,trust,0
examinar,trust,0
examinador,trust,0
exasperação,trust,0
escavar,trust,0
escavação,trust,0
escavadora,trust,0
ultrapassarem,trust,0
excedendo,trust,0
exceto,trust,0
excerto,trust,0
excesso,trust,0
excessivo,trust,0
excessivamente,trust,0
imposto de imposto,trust,0
excisão,trust,0
excitabilidade,trust,0
excitável,trust,0
excitação,trust,0
excitar,trust,0
excitação,trust,0
excitante,trust,0
exclamar,trust,0
excluído,trust,0
excluindo,trust,0
exclusão,trust,0
excremento,trust,0
excreção,trust,0
excruciante,trust,0
excursão,trust,0
desculpa,trust,0
executar,trust,0
carrasco,trust,0
executivo,trust,0
exegese,trust,0
exemplar,trust,0
exemplar,trust,0
exemplificar,trust,0
isentar,trust,0
isenção,trust,0
exercício,trust,0
exercer,trust,0
esforço,trust,0
expire,trust,0
escape,trust,0
Exausta,trust,0
exaustão,trust,0
Exibir,trust,0
exibição,trust,0
alegria,trust,0
exortar,trust,0
exortação,trust,0
exigente,trust,0
exílio,trust,0
existir,trust,0
existência,trust,0
existente,trust,0
existir,trust,0
saída,trust,0
êxodo,trust,0
exorbitante,trust,0
exorcismo,trust,0
exorcista,trust,0
exótico,trust,0
expandir,trust,0
expandido,trust,0
extensão,trust,0
expansão,trust,0
expansivo,trust,0
expatriado,trust,0
expectativa,trust,0
expectativa,trust,0
expectante,trust,0
expectativa,trust,0
esperado,trust,0
esperando,trust,0
conveniência,trust,0
acelerar,trust,0
expedição,trust,0
expedito,trust,0
expulsar,trust,0
despesa,trust,0
despesa,trust,0
despesas,trust,0
caro,trust,0
experiência,trust,0
experiências,trust,0
experimentar,trust,0
experimental,trust,0
experimentador,trust,0
expiração,trust,0
expirar,trust,0
expirado,trust,0
termo,trust,0
explicação,trust,0
explicativo,trust,0
palavrão,trust,0
explicação,trust,0
explodir,trust,0
explorar,trust,0
explorar,trust,0
explorador,trust,0
explosão,trust,0
explosões,trust,0
explosivo,trust,0
expoente,trust,0
exponencial,trust,0
exportar,trust,0
exportação,trust,0
expor,trust,0
expor,trust,0
exposição,trust,0
expositivo,trust,0
exposição,trust,0
expor,trust,0
expressar,trust,0
expressão,trust,0
expressivo,trust,0
expropriação,trust,0
expulsão,trust,0
exótico,trust,0
requintadamente,trust,0
existente,trust,0
ampliar,trust,0
extensível,trust,0
estendido,trust,0
extensão,trust,0
extenso,trust,0
extensão,trust,0
exterior,trust,0
exterminar,trust,0
extermínio,trust,0
externo,trust,0
externamente,trust,0
extinto,trust,0
extinguir,trust,0
extra,trust,0
extrair,trust,0
extração,trust,0
Extração,trust,0
extrator,trust,0
extradição,trust,0
extrajudicial,trust,0
extramural,trust,0
estranho,trust,0
extraordinário,trust,0
Extravagância,trust,0
extremo,trust,0
extremamente,trust,0
extremidade,trust,0
extraído,trust,0
Extrínseco,trust,0
extrusão,trust,0
exuberância,trust,0
exalar,trust,0
olho,trust,0
óculos,trust,0
ilhó,trust,0
ocular,trust,0
visão,trust,0
fab,trust,0
fábula,trust,0
tecido,trust,0
fabricar,trust,0
fabricado,trust,0
fabuloso,trust,0
fachada,trust,0
face,trust,0
faceta,trust,0
fácil,trust,0
facilitar,trust,0
instalação,trust,0
voltado para,trust,0
fax,trust,0
facção,trust,0
fator,trust,0
fábrica,trust,0
faculdades,trust,0
mania,trust,0
desaparecido,trust,0
fezes,trust,0
falha,trust,0
falha,trust,0
desmaiando,trust,0
justo,trust,0
Fairway,trust,0
fada,trust,0
fidelidade,trust,0
Sem fé,trust,0
falso,trust,0
cair,trust,0
falacioso,trust,0
falácia,trust,0
falível,trust,0
caindo,trust,0
cair,trust,0
pousio,trust,0
falsamente,trust,0
falsificação,trust,0
falsificado,trust,0
falsificar,trust,0
falsidade,trust,0
vacilar,trust,0
fama,trust,0
famoso,trust,0
familiarizar,trust,0
família,trust,0
tempo para a família,trust,0
fome,trust,0
famoso,trust,0
famoso,trust,0
fã,trust,0
fanático,trust,0
fanatismo,trust,0
fantasioso,trust,0
chique,trust,0
Fandango,trust,0
fanfarra,trust,0
Fang,trust,0
presas,trust,0
fanning,trust,0
fantasia,trust,0
fantasia,trust,0
farsa,trust,0
farcical,trust,0
tarifa,trust,0
até a próxima,trust,0
fazenda,trust,0
agricultor,trust,0
casa de fazenda,trust,0
agricultura,trust,0
Faro,trust,0
mais,trust,0
fáscia,trust,0
fascinar,trust,0
fascinante,trust,0
fascinação,trust,0
elegante,trust,0
prenda,trust,0
fixador,trust,0
fixação,trust,0
jejum,trust,0
gordo,trust,0
fatal,trust,0
fatalidade,trust,0
destinatário,trust,0
FATHOM,trust,0
fadiga,trust,0
cansado,trust,0
gordinho,trust,0
falt,trust,0
com defeito,trust,0
fauna,trust,0
Favor,trust,0
feriado favorito,trust,0
favoritismo,trust,0
Fawn,trust,0
temer,trust,0
temido,trust,0
medo,trust,0
medo,trust,0
temendo,trust,0
destemido,trust,0
medos,trust,0
viabilidade,trust,0
viável,trust,0
façanha,trust,0
pena,trust,0
recurso,trust,0
características,trust,0
febril,trust,0
Fecal,trust,0
